RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Sun Sep 15 23:55:57 2019
elapsed time: 5.7e-08s
Source: Wf:00:00:00:00:00 | Message ID: 1 | Time generated: 0.100000 | Time sentFromSrc: 1.156800 | Time sentFromNeigh: 1.156800 | Time received: 1.156853 |End 
Source: Wf:00:00:00:00:01 | Message ID: 56 | Time generated: 55.100000 | Time sentFromSrc: 55.582862 | Time sentFromNeigh: 55.582862 | Time received: 55.582950 |End 
Source: Wf:00:00:00:00:01 | Message ID: 57 | Time generated: 56.100000 | Time sentFromSrc: 56.132863 | Time sentFromNeigh: 56.132863 | Time received: 56.132954 |End 
Source: Wf:00:00:00:00:03 | Message ID: 56 | Time generated: 55.100000 | Time sentFromSrc: 56.478449 | Time sentFromNeigh: 56.478449 | Time received: 56.478729 |End 
Source: Wf:00:00:00:00:03 | Message ID: 57 | Time generated: 56.100000 | Time sentFromSrc: 56.492289 | Time sentFromNeigh: 56.492289 | Time received: 56.492569 |End 
Source: Wf:00:00:00:00:01 | Message ID: 58 | Time generated: 57.100000 | Time sentFromSrc: 57.232864 | Time sentFromNeigh: 57.232864 | Time received: 57.232955 |End 
Source: Wf:00:00:00:00:01 | Message ID: 59 | Time generated: 58.100000 | Time sentFromSrc: 58.332864 | Time sentFromNeigh: 58.332864 | Time received: 58.332956 |End 
Source: Wf:00:00:00:00:01 | Message ID: 60 | Time generated: 59.100000 | Time sentFromSrc: 59.428256 | Time sentFromNeigh: 59.428256 | Time received: 59.428348 |End 
Source: Wf:00:00:00:00:01 | Message ID: 60 | Time generated: 59.100000 | Time sentFromSrc: 59.978256 | Time sentFromNeigh: 59.978256 | Time received: 59.978349 |End 
Source: Wf:00:00:00:00:03 | Message ID: 58 | Time generated: 57.100000 | Time sentFromSrc: 59.982962 | Time sentFromNeigh: 59.982962 | Time received: 59.983253 |End 
Source: Wf:00:00:00:00:03 | Message ID: 59 | Time generated: 58.100000 | Time sentFromSrc: 59.996802 | Time sentFromNeigh: 59.996802 | Time received: 59.997093 |End 
Source: Wf:00:00:00:00:01 | Message ID: 61 | Time generated: 60.100000 | Time sentFromSrc: 60.528256 | Time sentFromNeigh: 60.528256 | Time received: 60.528350 |End 
Source: Wf:00:00:00:00:01 | Message ID: 62 | Time generated: 61.100000 | Time sentFromSrc: 61.628257 | Time sentFromNeigh: 61.628257 | Time received: 61.628351 |End 
Source: Wf:00:00:00:00:01 | Message ID: 63 | Time generated: 62.100000 | Time sentFromSrc: 62.178258 | Time sentFromNeigh: 62.178258 | Time received: 62.178352 |End 
Source: Wf:00:00:00:00:01 | Message ID: 64 | Time generated: 63.100000 | Time sentFromSrc: 63.278258 | Time sentFromNeigh: 63.278258 | Time received: 63.278353 |End 
Source: Wf:00:00:00:00:01 | Message ID: 65 | Time generated: 64.100000 | Time sentFromSrc: 64.378259 | Time sentFromNeigh: 64.378259 | Time received: 64.378355 |End 
Source: Wf:00:00:00:00:01 | Message ID: 66 | Time generated: 65.100000 | Time sentFromSrc: 65.487840 | Time sentFromNeigh: 65.487840 | Time received: 65.487937 |End 
Source: Wf:00:00:00:00:01 | Message ID: 67 | Time generated: 66.100000 | Time sentFromSrc: 66.578261 | Time sentFromNeigh: 66.578261 | Time received: 66.578358 |End 
Source: Wf:00:00:00:00:01 | Message ID: 68 | Time generated: 67.100000 | Time sentFromSrc: 67.137941 | Time sentFromNeigh: 67.137941 | Time received: 67.138039 |End 
Source: Wf:00:00:00:00:01 | Message ID: 69 | Time generated: 68.100000 | Time sentFromSrc: 68.228262 | Time sentFromNeigh: 68.228262 | Time received: 68.228361 |End 
Source: Wf:00:00:00:00:01 | Message ID: 70 | Time generated: 69.100000 | Time sentFromSrc: 69.328263 | Time sentFromNeigh: 69.328263 | Time received: 69.328363 |End 
Source: Wf:00:00:00:00:01 | Message ID: 71 | Time generated: 70.100000 | Time sentFromSrc: 70.428264 | Time sentFromNeigh: 70.428264 | Time received: 70.428364 |End 
Source: Wf:00:00:00:00:01 | Message ID: 72 | Time generated: 71.100000 | Time sentFromSrc: 71.528265 | Time sentFromNeigh: 71.528265 | Time received: 71.528366 |End 
Source: Wf:00:00:00:00:01 | Message ID: 73 | Time generated: 72.100000 | Time sentFromSrc: 72.628266 | Time sentFromNeigh: 72.628266 | Time received: 72.628368 |End 
Source: Wf:00:00:00:00:01 | Message ID: 74 | Time generated: 73.100000 | Time sentFromSrc: 73.178266 | Time sentFromNeigh: 73.178266 | Time received: 73.178369 |End 
Source: Wf:00:00:00:00:01 | Message ID: 75 | Time generated: 74.100000 | Time sentFromSrc: 74.828268 | Time sentFromNeigh: 74.828268 | Time received: 74.828372 |End 
Source: Wf:00:00:00:00:01 | Message ID: 76 | Time generated: 75.100000 | Time sentFromSrc: 75.378268 | Time sentFromNeigh: 75.378268 | Time received: 75.378373 |End 
Source: Wf:00:00:00:00:01 | Message ID: 77 | Time generated: 76.100000 | Time sentFromSrc: 76.478269 | Time sentFromNeigh: 76.478269 | Time received: 76.478374 |End 
Source: Wf:00:00:00:00:01 | Message ID: 78 | Time generated: 77.100000 | Time sentFromSrc: 77.578269 | Time sentFromNeigh: 77.578269 | Time received: 77.578374 |End 
Source: Wf:00:00:00:00:01 | Message ID: 79 | Time generated: 78.100000 | Time sentFromSrc: 78.128269 | Time sentFromNeigh: 78.128269 | Time received: 78.128374 |End 
Source: Wf:00:00:00:00:01 | Message ID: 80 | Time generated: 79.100000 | Time sentFromSrc: 79.228269 | Time sentFromNeigh: 79.228269 | Time received: 79.228374 |End 
Source: Wf:00:00:00:00:01 | Message ID: 81 | Time generated: 80.100000 | Time sentFromSrc: 80.328269 | Time sentFromNeigh: 80.328269 | Time received: 80.328374 |End 
Source: Wf:00:00:00:00:01 | Message ID: 82 | Time generated: 81.100000 | Time sentFromSrc: 81.432874 | Time sentFromNeigh: 81.432874 | Time received: 81.432979 |End 
Source: Wf:00:00:00:00:01 | Message ID: 83 | Time generated: 82.100000 | Time sentFromSrc: 82.528269 | Time sentFromNeigh: 82.528269 | Time received: 82.528374 |End 
Source: Wf:00:00:00:00:00 | Message ID: 24 | Time generated: 23.100000 | Time sentFromSrc: 83.478480 | Time sentFromNeigh: 83.478480 | Time received: 83.478789 |End 
Source: Wf:00:00:00:00:00 | Message ID: 26 | Time generated: 25.100000 | Time sentFromSrc: 83.492320 | Time sentFromNeigh: 83.492320 | Time received: 83.492629 |End 
Source: Wf:00:00:00:00:00 | Message ID: 30 | Time generated: 29.100000 | Time sentFromSrc: 83.533840 | Time sentFromNeigh: 83.533840 | Time received: 83.534149 |End 
Source: Wf:00:00:00:00:00 | Message ID: 33 | Time generated: 32.100000 | Time sentFromSrc: 83.575360 | Time sentFromNeigh: 83.575360 | Time received: 83.575669 |End 
Source: Wf:00:00:00:00:00 | Message ID: 35 | Time generated: 34.100000 | Time sentFromSrc: 83.603040 | Time sentFromNeigh: 83.603040 | Time received: 83.603348 |End 
Source: Wf:00:00:00:00:00 | Message ID: 36 | Time generated: 35.100000 | Time sentFromSrc: 83.616880 | Time sentFromNeigh: 83.616880 | Time received: 83.617188 |End 
Source: Wf:00:00:00:00:01 | Message ID: 84 | Time generated: 83.100000 | Time sentFromSrc: 83.630755 | Time sentFromNeigh: 83.630755 | Time received: 83.630860 |End 
Source: Wf:00:00:00:00:00 | Message ID: 39 | Time generated: 38.100000 | Time sentFromSrc: 83.658400 | Time sentFromNeigh: 83.658400 | Time received: 83.658708 |End 
Source: Wf:00:00:00:00:00 | Message ID: 41 | Time generated: 40.100000 | Time sentFromSrc: 83.686080 | Time sentFromNeigh: 83.686080 | Time received: 83.686388 |End 
Source: Wf:00:00:00:00:00 | Message ID: 42 | Time generated: 41.100000 | Time sentFromSrc: 83.699920 | Time sentFromNeigh: 83.699920 | Time received: 83.700228 |End 
Source: Wf:00:00:00:00:00 | Message ID: 43 | Time generated: 42.100000 | Time sentFromSrc: 83.713760 | Time sentFromNeigh: 83.713760 | Time received: 83.714068 |End 
Source: Wf:00:00:00:00:00 | Message ID: 46 | Time generated: 45.100000 | Time sentFromSrc: 83.755280 | Time sentFromNeigh: 83.755280 | Time received: 83.755588 |End 
Source: Wf:00:00:00:00:00 | Message ID: 49 | Time generated: 48.100000 | Time sentFromSrc: 83.796800 | Time sentFromNeigh: 83.796800 | Time received: 83.797108 |End 
Source: Wf:00:00:00:00:00 | Message ID: 57 | Time generated: 56.100000 | Time sentFromSrc: 83.907520 | Time sentFromNeigh: 83.907520 | Time received: 83.907828 |End 
Source: Wf:00:00:00:00:00 | Message ID: 58 | Time generated: 57.100000 | Time sentFromSrc: 83.921360 | Time sentFromNeigh: 83.921360 | Time received: 83.921668 |End 
Source: Wf:00:00:00:00:00 | Message ID: 59 | Time generated: 58.100000 | Time sentFromSrc: 83.935200 | Time sentFromNeigh: 83.935200 | Time received: 83.935508 |End 
Source: Wf:00:00:00:00:00 | Message ID: 62 | Time generated: 61.100000 | Time sentFromSrc: 83.976720 | Time sentFromNeigh: 83.976720 | Time received: 83.977028 |End 
Source: Wf:00:00:00:00:00 | Message ID: 63 | Time generated: 62.100000 | Time sentFromSrc: 83.990560 | Time sentFromNeigh: 83.990560 | Time received: 83.990868 |End 
Source: Wf:00:00:00:00:00 | Message ID: 64 | Time generated: 63.100000 | Time sentFromSrc: 84.004400 | Time sentFromNeigh: 84.004400 | Time received: 84.004707 |End 
Source: Wf:00:00:00:00:00 | Message ID: 66 | Time generated: 65.100000 | Time sentFromSrc: 84.032080 | Time sentFromNeigh: 84.032080 | Time received: 84.032387 |End 
Source: Wf:00:00:00:00:00 | Message ID: 68 | Time generated: 67.100000 | Time sentFromSrc: 84.059760 | Time sentFromNeigh: 84.059760 | Time received: 84.060067 |End 
Source: Wf:00:00:00:00:00 | Message ID: 70 | Time generated: 69.100000 | Time sentFromSrc: 84.087440 | Time sentFromNeigh: 84.087440 | Time received: 84.087747 |End 
Source: Wf:00:00:00:00:00 | Message ID: 72 | Time generated: 71.100000 | Time sentFromSrc: 84.115120 | Time sentFromNeigh: 84.115120 | Time received: 84.115427 |End 
Source: Wf:00:00:00:00:00 | Message ID: 73 | Time generated: 72.100000 | Time sentFromSrc: 84.128960 | Time sentFromNeigh: 84.128960 | Time received: 84.129267 |End 
Source: Wf:00:00:00:00:00 | Message ID: 75 | Time generated: 74.100000 | Time sentFromSrc: 84.156640 | Time sentFromNeigh: 84.156640 | Time received: 84.156947 |End 
Source: Wf:00:00:00:00:00 | Message ID: 76 | Time generated: 75.100000 | Time sentFromSrc: 84.170480 | Time sentFromNeigh: 84.170480 | Time received: 84.170787 |End 
Source: Wf:00:00:00:00:01 | Message ID: 85 | Time generated: 84.100000 | Time sentFromSrc: 84.180755 | Time sentFromNeigh: 84.180755 | Time received: 84.180860 |End 
Source: Wf:00:00:00:00:00 | Message ID: 78 | Time generated: 77.100000 | Time sentFromSrc: 84.198160 | Time sentFromNeigh: 84.198160 | Time received: 84.198467 |End 
Source: Wf:00:00:00:00:00 | Message ID: 80 | Time generated: 79.100000 | Time sentFromSrc: 84.225840 | Time sentFromNeigh: 84.225840 | Time received: 84.226147 |End 
Source: Wf:00:00:00:00:01 | Message ID: 86 | Time generated: 85.100000 | Time sentFromSrc: 85.278269 | Time sentFromNeigh: 85.278269 | Time received: 85.278374 |End 
Source: Wf:00:00:00:00:01 | Message ID: 87 | Time generated: 86.100000 | Time sentFromSrc: 86.378269 | Time sentFromNeigh: 86.378269 | Time received: 86.378374 |End 
Source: Wf:00:00:00:00:01 | Message ID: 88 | Time generated: 87.100000 | Time sentFromSrc: 88.028269 | Time sentFromNeigh: 88.028269 | Time received: 88.028374 |End 
Source: Wf:00:00:00:00:01 | Message ID: 89 | Time generated: 88.100000 | Time sentFromSrc: 88.578269 | Time sentFromNeigh: 88.578269 | Time received: 88.578374 |End 
Source: Wf:00:00:00:00:01 | Message ID: 90 | Time generated: 89.100000 | Time sentFromSrc: 89.128269 | Time sentFromNeigh: 89.128269 | Time received: 89.128374 |End 
Source: Wf:00:00:00:00:01 | Message ID: 91 | Time generated: 90.100000 | Time sentFromSrc: 90.228269 | Time sentFromNeigh: 90.228269 | Time received: 90.228374 |End 
Source: Wf:00:00:00:00:00 | Message ID: 26 | Time generated: 25.100000 | Time sentFromSrc: 92.592308 | Time sentFromNeigh: 92.592308 | Time received: 92.592606 |End 
Source: Wf:00:00:00:00:00 | Message ID: 34 | Time generated: 33.100000 | Time sentFromSrc: 92.661508 | Time sentFromNeigh: 92.661508 | Time received: 92.661806 |End 
Source: Wf:00:00:00:00:00 | Message ID: 40 | Time generated: 39.100000 | Time sentFromSrc: 92.716868 | Time sentFromNeigh: 92.716868 | Time received: 92.717166 |End 
Source: Wf:00:00:00:00:00 | Message ID: 43 | Time generated: 42.100000 | Time sentFromSrc: 92.758388 | Time sentFromNeigh: 92.758388 | Time received: 92.758686 |End 
Source: Wf:00:00:00:00:00 | Message ID: 45 | Time generated: 44.100000 | Time sentFromSrc: 92.786068 | Time sentFromNeigh: 92.786068 | Time received: 92.786366 |End 
Source: Wf:00:00:00:00:00 | Message ID: 47 | Time generated: 46.100000 | Time sentFromSrc: 92.799908 | Time sentFromNeigh: 92.799908 | Time received: 92.800206 |End 
Source: Wf:00:00:00:00:00 | Message ID: 51 | Time generated: 50.100000 | Time sentFromSrc: 92.855268 | Time sentFromNeigh: 92.855268 | Time received: 92.855566 |End 
Source: Wf:00:00:00:00:00 | Message ID: 56 | Time generated: 55.100000 | Time sentFromSrc: 92.924468 | Time sentFromNeigh: 92.924468 | Time received: 92.924766 |End 
Source: Wf:00:00:00:00:00 | Message ID: 60 | Time generated: 59.100000 | Time sentFromSrc: 92.952148 | Time sentFromNeigh: 92.952148 | Time received: 92.952446 |End 
Source: Wf:00:00:00:00:00 | Message ID: 65 | Time generated: 64.100000 | Time sentFromSrc: 93.007508 | Time sentFromNeigh: 93.007508 | Time received: 93.007806 |End 
Source: Wf:00:00:00:00:00 | Message ID: 66 | Time generated: 65.100000 | Time sentFromSrc: 93.021348 | Time sentFromNeigh: 93.021348 | Time received: 93.021646 |End 
Source: Wf:00:00:00:00:00 | Message ID: 67 | Time generated: 66.100000 | Time sentFromSrc: 93.035188 | Time sentFromNeigh: 93.035188 | Time received: 93.035486 |End 
Source: Wf:00:00:00:00:00 | Message ID: 70 | Time generated: 69.100000 | Time sentFromSrc: 93.062868 | Time sentFromNeigh: 93.062868 | Time received: 93.063166 |End 
Source: Wf:00:00:00:00:00 | Message ID: 71 | Time generated: 70.100000 | Time sentFromSrc: 93.076708 | Time sentFromNeigh: 93.076708 | Time received: 93.077006 |End 
Source: Wf:00:00:00:00:00 | Message ID: 74 | Time generated: 73.100000 | Time sentFromSrc: 93.090548 | Time sentFromNeigh: 93.090548 | Time received: 93.090846 |End 
Source: Wf:00:00:00:00:00 | Message ID: 79 | Time generated: 78.100000 | Time sentFromSrc: 93.132068 | Time sentFromNeigh: 93.132068 | Time received: 93.132366 |End 
Source: Wf:00:00:00:00:00 | Message ID: 82 | Time generated: 81.100000 | Time sentFromSrc: 93.159748 | Time sentFromNeigh: 93.159748 | Time received: 93.160046 |End 
Source: Wf:00:00:00:00:00 | Message ID: 84 | Time generated: 83.100000 | Time sentFromSrc: 93.187428 | Time sentFromNeigh: 93.187428 | Time received: 93.187726 |End 
Source: Wf:00:00:00:00:00 | Message ID: 87 | Time generated: 86.100000 | Time sentFromSrc: 93.228948 | Time sentFromNeigh: 93.228948 | Time received: 93.229246 |End 
Source: Wf:00:00:00:00:00 | Message ID: 90 | Time generated: 89.100000 | Time sentFromSrc: 93.270468 | Time sentFromNeigh: 93.270468 | Time received: 93.270766 |End 
Source: Wf:00:00:00:00:00 | Message ID: 91 | Time generated: 90.100000 | Time sentFromSrc: 93.284308 | Time sentFromNeigh: 93.284308 | Time received: 93.284606 |End 
Source: Wf:00:00:00:00:00 | Message ID: 29 | Time generated: 28.100000 | Time sentFromSrc: 93.719988 | Time sentFromNeigh: 93.719988 | Time received: 93.720286 |End 
Source: Wf:00:00:00:00:00 | Message ID: 32 | Time generated: 31.100000 | Time sentFromSrc: 93.747668 | Time sentFromNeigh: 93.747668 | Time received: 93.747966 |End 
Source: Wf:00:00:00:00:00 | Message ID: 37 | Time generated: 36.100000 | Time sentFromSrc: 93.761508 | Time sentFromNeigh: 93.761508 | Time received: 93.761806 |End 
Source: Wf:00:00:00:00:00 | Message ID: 38 | Time generated: 37.100000 | Time sentFromSrc: 93.775348 | Time sentFromNeigh: 93.775348 | Time received: 93.775646 |End 
Source: Wf:00:00:00:00:00 | Message ID: 39 | Time generated: 38.100000 | Time sentFromSrc: 93.789188 | Time sentFromNeigh: 93.789188 | Time received: 93.789486 |End 
Source: Wf:00:00:00:00:00 | Message ID: 41 | Time generated: 40.100000 | Time sentFromSrc: 93.816868 | Time sentFromNeigh: 93.816868 | Time received: 93.817166 |End 
Source: Wf:00:00:00:00:00 | Message ID: 42 | Time generated: 41.100000 | Time sentFromSrc: 93.830708 | Time sentFromNeigh: 93.830708 | Time received: 93.831006 |End 
Source: Wf:00:00:00:00:00 | Message ID: 44 | Time generated: 43.100000 | Time sentFromSrc: 93.858388 | Time sentFromNeigh: 93.858388 | Time received: 93.858686 |End 
Source: Wf:00:00:00:00:00 | Message ID: 45 | Time generated: 44.100000 | Time sentFromSrc: 93.872228 | Time sentFromNeigh: 93.872228 | Time received: 93.872526 |End 
Source: Wf:00:00:00:00:00 | Message ID: 52 | Time generated: 51.100000 | Time sentFromSrc: 93.927588 | Time sentFromNeigh: 93.927588 | Time received: 93.927886 |End 
Source: Wf:00:00:00:00:00 | Message ID: 54 | Time generated: 53.100000 | Time sentFromSrc: 93.955268 | Time sentFromNeigh: 93.955268 | Time received: 93.955566 |End 
Source: Wf:00:00:00:00:00 | Message ID: 66 | Time generated: 65.100000 | Time sentFromSrc: 94.038308 | Time sentFromNeigh: 94.038308 | Time received: 94.038606 |End 
Source: Wf:00:00:00:00:00 | Message ID: 67 | Time generated: 66.100000 | Time sentFromSrc: 94.052148 | Time sentFromNeigh: 94.052148 | Time received: 94.052446 |End 
Source: Wf:00:00:00:00:00 | Message ID: 74 | Time generated: 73.100000 | Time sentFromSrc: 94.093668 | Time sentFromNeigh: 94.093668 | Time received: 94.093966 |End 
Source: Wf:00:00:00:00:00 | Message ID: 77 | Time generated: 76.100000 | Time sentFromSrc: 94.121348 | Time sentFromNeigh: 94.121348 | Time received: 94.121646 |End 
Source: Wf:00:00:00:00:00 | Message ID: 82 | Time generated: 81.100000 | Time sentFromSrc: 94.162868 | Time sentFromNeigh: 94.162868 | Time received: 94.163166 |End 
Source: Wf:00:00:00:00:00 | Message ID: 83 | Time generated: 82.100000 | Time sentFromSrc: 94.176708 | Time sentFromNeigh: 94.176708 | Time received: 94.177006 |End 
Source: Wf:00:00:00:00:00 | Message ID: 84 | Time generated: 83.100000 | Time sentFromSrc: 94.190548 | Time sentFromNeigh: 94.190548 | Time received: 94.190846 |End 
Source: Wf:00:00:00:00:00 | Message ID: 85 | Time generated: 84.100000 | Time sentFromSrc: 94.204388 | Time sentFromNeigh: 94.204388 | Time received: 94.204686 |End 
Source: Wf:00:00:00:00:00 | Message ID: 88 | Time generated: 87.100000 | Time sentFromSrc: 94.232068 | Time sentFromNeigh: 94.232068 | Time received: 94.232366 |End 
Source: Wf:00:00:00:00:00 | Message ID: 24 | Time generated: 23.100000 | Time sentFromSrc: 102.228468 | Time sentFromNeigh: 102.228468 | Time received: 102.228766 |End 
Source: Wf:00:00:00:00:00 | Message ID: 26 | Time generated: 25.100000 | Time sentFromSrc: 102.242308 | Time sentFromNeigh: 102.242308 | Time received: 102.242606 |End 
Source: Wf:00:00:00:00:00 | Message ID: 31 | Time generated: 30.100000 | Time sentFromSrc: 102.283828 | Time sentFromNeigh: 102.283828 | Time received: 102.284126 |End 
Source: Wf:00:00:00:00:00 | Message ID: 43 | Time generated: 42.100000 | Time sentFromSrc: 102.325348 | Time sentFromNeigh: 102.325348 | Time received: 102.325646 |End 
Source: Wf:00:00:00:00:00 | Message ID: 48 | Time generated: 47.100000 | Time sentFromSrc: 102.339188 | Time sentFromNeigh: 102.339188 | Time received: 102.339486 |End 
Source: Wf:00:00:00:00:00 | Message ID: 49 | Time generated: 48.100000 | Time sentFromSrc: 102.353028 | Time sentFromNeigh: 102.353028 | Time received: 102.353326 |End 
Source: Wf:00:00:00:00:00 | Message ID: 52 | Time generated: 51.100000 | Time sentFromSrc: 102.380708 | Time sentFromNeigh: 102.380708 | Time received: 102.381006 |End 
Source: Wf:00:00:00:00:00 | Message ID: 55 | Time generated: 54.100000 | Time sentFromSrc: 102.422228 | Time sentFromNeigh: 102.422228 | Time received: 102.422526 |End 
Source: Wf:00:00:00:00:00 | Message ID: 64 | Time generated: 63.100000 | Time sentFromSrc: 102.477588 | Time sentFromNeigh: 102.477588 | Time received: 102.477886 |End 
Source: Wf:00:00:00:00:00 | Message ID: 67 | Time generated: 66.100000 | Time sentFromSrc: 102.505268 | Time sentFromNeigh: 102.505268 | Time received: 102.505566 |End 
Source: Wf:00:00:00:00:00 | Message ID: 70 | Time generated: 69.100000 | Time sentFromSrc: 102.532948 | Time sentFromNeigh: 102.532948 | Time received: 102.533246 |End 
Source: Wf:00:00:00:00:00 | Message ID: 79 | Time generated: 78.100000 | Time sentFromSrc: 102.560628 | Time sentFromNeigh: 102.560628 | Time received: 102.560926 |End 
Source: Wf:00:00:00:00:00 | Message ID: 82 | Time generated: 81.100000 | Time sentFromSrc: 102.588308 | Time sentFromNeigh: 102.588308 | Time received: 102.588606 |End 
Source: Wf:00:00:00:00:00 | Message ID: 84 | Time generated: 83.100000 | Time sentFromSrc: 102.615988 | Time sentFromNeigh: 102.615988 | Time received: 102.616286 |End 
Source: Wf:00:00:00:00:00 | Message ID: 85 | Time generated: 84.100000 | Time sentFromSrc: 102.629828 | Time sentFromNeigh: 102.629828 | Time received: 102.630126 |End 
Source: Wf:00:00:00:00:00 | Message ID: 86 | Time generated: 85.100000 | Time sentFromSrc: 102.643668 | Time sentFromNeigh: 102.643668 | Time received: 102.643966 |End 
Source: Wf:00:00:00:00:00 | Message ID: 28 | Time generated: 27.100000 | Time sentFromSrc: 107.628468 | Time sentFromNeigh: 107.628468 | Time received: 107.628766 |End 
Source: Wf:00:00:00:00:00 | Message ID: 43 | Time generated: 42.100000 | Time sentFromSrc: 107.683828 | Time sentFromNeigh: 107.683828 | Time received: 107.684126 |End 
Source: Wf:00:00:00:00:00 | Message ID: 48 | Time generated: 47.100000 | Time sentFromSrc: 107.697668 | Time sentFromNeigh: 107.697668 | Time received: 107.697966 |End 
Source: Wf:00:00:00:00:00 | Message ID: 50 | Time generated: 49.100000 | Time sentFromSrc: 107.711508 | Time sentFromNeigh: 107.711508 | Time received: 107.711806 |End 
Source: Wf:00:00:00:00:00 | Message ID: 52 | Time generated: 51.100000 | Time sentFromSrc: 107.725348 | Time sentFromNeigh: 107.725348 | Time received: 107.725646 |End 
Source: Wf:00:00:00:00:00 | Message ID: 54 | Time generated: 53.100000 | Time sentFromSrc: 107.753028 | Time sentFromNeigh: 107.753028 | Time received: 107.753326 |End 
Source: Wf:00:00:00:00:00 | Message ID: 55 | Time generated: 54.100000 | Time sentFromSrc: 107.766868 | Time sentFromNeigh: 107.766868 | Time received: 107.767166 |End 
Source: Wf:00:00:00:00:00 | Message ID: 61 | Time generated: 60.100000 | Time sentFromSrc: 107.794548 | Time sentFromNeigh: 107.794548 | Time received: 107.794846 |End 
Source: Wf:00:00:00:00:00 | Message ID: 66 | Time generated: 65.100000 | Time sentFromSrc: 107.822228 | Time sentFromNeigh: 107.822228 | Time received: 107.822526 |End 
Source: Wf:00:00:00:00:00 | Message ID: 69 | Time generated: 68.100000 | Time sentFromSrc: 107.849908 | Time sentFromNeigh: 107.849908 | Time received: 107.850206 |End 
Source: Wf:00:00:00:00:00 | Message ID: 70 | Time generated: 69.100000 | Time sentFromSrc: 107.863748 | Time sentFromNeigh: 107.863748 | Time received: 107.864046 |End 
Source: Wf:00:00:00:00:00 | Message ID: 79 | Time generated: 78.100000 | Time sentFromSrc: 107.891428 | Time sentFromNeigh: 107.891428 | Time received: 107.891726 |End 
Source: Wf:00:00:00:00:00 | Message ID: 84 | Time generated: 83.100000 | Time sentFromSrc: 107.946788 | Time sentFromNeigh: 107.946788 | Time received: 107.947086 |End 
Source: Wf:00:00:00:00:00 | Message ID: 86 | Time generated: 85.100000 | Time sentFromSrc: 107.960628 | Time sentFromNeigh: 107.960628 | Time received: 107.960926 |End 
Source: Wf:00:00:00:00:00 | Message ID: 29 | Time generated: 28.100000 | Time sentFromSrc: 109.228468 | Time sentFromNeigh: 109.228468 | Time received: 109.228766 |End 
Source: Wf:00:00:00:00:00 | Message ID: 50 | Time generated: 49.100000 | Time sentFromSrc: 109.269988 | Time sentFromNeigh: 109.269988 | Time received: 109.270286 |End 
Source: Wf:00:00:00:00:00 | Message ID: 53 | Time generated: 52.100000 | Time sentFromSrc: 109.283828 | Time sentFromNeigh: 109.283828 | Time received: 109.284126 |End 
Source: Wf:00:00:00:00:00 | Message ID: 54 | Time generated: 53.100000 | Time sentFromSrc: 109.297668 | Time sentFromNeigh: 109.297668 | Time received: 109.297966 |End 
Source: Wf:00:00:00:00:00 | Message ID: 70 | Time generated: 69.100000 | Time sentFromSrc: 109.366868 | Time sentFromNeigh: 109.366868 | Time received: 109.367166 |End 
Source: Wf:00:00:00:00:00 | Message ID: 76 | Time generated: 75.100000 | Time sentFromSrc: 109.380708 | Time sentFromNeigh: 109.380708 | Time received: 109.381006 |End 
Source: Wf:00:00:00:00:00 | Message ID: 82 | Time generated: 81.100000 | Time sentFromSrc: 109.408388 | Time sentFromNeigh: 109.408388 | Time received: 109.408686 |End 
Source: Wf:00:00:00:00:00 | Message ID: 83 | Time generated: 82.100000 | Time sentFromSrc: 109.422228 | Time sentFromNeigh: 109.422228 | Time received: 109.422526 |End 
Source: Wf:00:00:00:00:00 | Message ID: 84 | Time generated: 83.100000 | Time sentFromSrc: 109.436068 | Time sentFromNeigh: 109.436068 | Time received: 109.436366 |End 
Source: Wf:00:00:00:00:00 | Message ID: 39 | Time generated: 38.100000 | Time sentFromSrc: 118.892308 | Time sentFromNeigh: 118.892308 | Time received: 118.892606 |End 
Source: Wf:00:00:00:00:00 | Message ID: 40 | Time generated: 39.100000 | Time sentFromSrc: 118.906148 | Time sentFromNeigh: 118.906148 | Time received: 118.906446 |End 
Source: Wf:00:00:00:00:00 | Message ID: 53 | Time generated: 52.100000 | Time sentFromSrc: 118.933828 | Time sentFromNeigh: 118.933828 | Time received: 118.934126 |End 
Source: Wf:00:00:00:00:00 | Message ID: 54 | Time generated: 53.100000 | Time sentFromSrc: 118.947668 | Time sentFromNeigh: 118.947668 | Time received: 118.947966 |End 
Source: Wf:00:00:00:00:00 | Message ID: 58 | Time generated: 57.100000 | Time sentFromSrc: 118.961508 | Time sentFromNeigh: 118.961508 | Time received: 118.961806 |End 
Source: Wf:00:00:00:00:00 | Message ID: 61 | Time generated: 60.100000 | Time sentFromSrc: 118.975348 | Time sentFromNeigh: 118.975348 | Time received: 118.975646 |End 
Source: Wf:00:00:00:00:00 | Message ID: 62 | Time generated: 61.100000 | Time sentFromSrc: 118.989188 | Time sentFromNeigh: 118.989188 | Time received: 118.989486 |End 
Source: Wf:00:00:00:00:00 | Message ID: 67 | Time generated: 66.100000 | Time sentFromSrc: 119.003028 | Time sentFromNeigh: 119.003028 | Time received: 119.003326 |End 
Source: Wf:00:00:00:00:00 | Message ID: 86 | Time generated: 85.100000 | Time sentFromSrc: 119.058388 | Time sentFromNeigh: 119.058388 | Time received: 119.058686 |End 
